date,nb_utxo
21/03/2016,36211472
22/03/2016,36282324
23/03/2016,36293021
24/03/2016,36295151
25/03/2016,36312237
26/03/2016,36290172
27/03/2016,36324259
28/03/2016,36271213
29/03/2016,36134485
30/03/2016,36100068
31/03/2016,36105958
01/04/2016,36101035
02/04/2016,36040595
03/04/2016,36056900
04/04/2016,36095904
05/04/2016,36092392
06/04/2016,36153215
07/04/2016,36211789
08/04/2016,36283053
09/04/2016,36310706
10/04/2016,36400575
11/04/2016,36448358
12/04/2016,36507519
13/04/2016,36558670
14/04/2016,36629840
15/04/2016,36679332
16/04/2016,36721020
17/04/2016,36795874
18/04/2016,36862166
19/04/2016,36936187
20/04/2016,36956301
21/04/2016,37023995
22/04/2016,37034491
23/04/2016,37135046
24/04/2016,37234005
25/04/2016,37300371
26/04/2016,37389419
27/04/2016,37449128
28/04/2016,37515940
29/04/2016,37646107
30/04/2016,37731538
01/05/2016,37849635
02/05/2016,37891145
03/05/2016,37911131
04/05/2016,37962435
05/05/2016,38023772
06/05/2016,38087693
07/05/2016,38151650
08/05/2016,38231107
09/05/2016,38324758
10/05/2016,38404152
11/05/2016,38484880
12/05/2016,38554035
13/05/2016,38619001
14/05/2016,38673848
15/05/2016,38741166
16/05/2016,38856397
17/05/2016,38950668
18/05/2016,39067048
19/05/2016,39122807
20/05/2016,39133197
21/05/2016,39095245
22/05/2016,39101422
23/05/2016,39167275
24/05/2016,39238486
25/05/2016,39297805
26/05/2016,39316148
27/05/2016,39265163
28/05/2016,39267358
29/05/2016,39303065
30/05/2016,39309687
31/05/2016,39354985
01/06/2016,39420374
02/06/2016,39486909
03/06/2016,39544643
04/06/2016,39632812
05/06/2016,39681488
06/06/2016,39735698
07/06/2016,39833552
08/06/2016,39874536
09/06/2016,39973128
10/06/2016,40047913
11/06/2016,40118983
12/06/2016,40179793
13/06/2016,40159232
14/06/2016,40198322
15/06/2016,40222015
16/06/2016,40274618
17/06/2016,40310906
18/06/2016,40338906
19/06/2016,40355547
20/06/2016,40463187
21/06/2016,40505707
22/06/2016,40528296
23/06/2016,40585144
24/06/2016,40668709
25/06/2016,40677597
26/06/2016,40704780
27/06/2016,40734961
28/06/2016,40807527
29/06/2016,40837757
30/06/2016,40882226
01/07/2016,40854689
02/07/2016,40893461
03/07/2016,40947932
04/07/2016,41016305
05/07/2016,41051612
06/07/2016,41085615
07/07/2016,41101857
08/07/2016,41147648
09/07/2016,41216631
10/07/2016,41241717
11/07/2016,41304267
12/07/2016,41346084
13/07/2016,41399499
14/07/2016,41428853
15/07/2016,41487211
16/07/2016,41465977
17/07/2016,41429596
18/07/2016,41455636
19/07/2016,41516205
20/07/2016,41511955
21/07/2016,41580790
22/07/2016,41625005
23/07/2016,41640793
24/07/2016,41696062
25/07/2016,41763269
26/07/2016,41832553
27/07/2016,41846178
28/07/2016,41910403
29/07/2016,41895415
30/07/2016,41984831
31/07/2016,41900586
01/08/2016,41907804
02/08/2016,41905765
03/08/2016,41912895
04/08/2016,41926603
05/08/2016,41937860
06/08/2016,41974537
07/08/2016,41972661
08/08/2016,42023060
09/08/2016,42093440
10/08/2016,42126783
11/08/2016,42185937
12/08/2016,42205076
13/08/2016,42226609
14/08/2016,42280485
15/08/2016,42239941
16/08/2016,42289598
17/08/2016,42351628
18/08/2016,42374549
19/08/2016,42396363
20/08/2016,42429298
21/08/2016,42457841
22/08/2016,42464828
23/08/2016,42471011
24/08/2016,42536368
25/08/2016,42603430
26/08/2016,42653086
27/08/2016,42696265
28/08/2016,42722350
29/08/2016,42686017
30/08/2016,42751050
31/08/2016,42777357
01/09/2016,42792083
02/09/2016,42833406
03/09/2016,42860088
04/09/2016,42845025
05/09/2016,42881835
06/09/2016,42955765
07/09/2016,42978944
08/09/2016,43008025
09/09/2016,42991752
10/09/2016,43004169
11/09/2016,43034787
12/09/2016,43059621
13/09/2016,43025399
14/09/2016,43010777
15/09/2016,43034197
16/09/2016,43022557
17/09/2016,43010477
18/09/2016,43057478
19/09/2016,43092430
20/09/2016,43146038
21/09/2016,43177628
22/09/2016,43224973
23/09/2016,43232527
24/09/2016,43246871
25/09/2016,43248034
26/09/2016,43275128
27/09/2016,43238642
28/09/2016,43273526
29/09/2016,43305318
30/09/2016,43337480
01/10/2016,43343553
02/10/2016,43337419
03/10/2016,43382086
04/10/2016,43414072
05/10/2016,43447968
06/10/2016,43534796
07/10/2016,43595882
08/10/2016,43603219
09/10/2016,43624241
10/10/2016,43652567
11/10/2016,43687558
12/10/2016,43678964
13/10/2016,43698741
14/10/2016,43795707
15/10/2016,43834286
16/10/2016,43867217
17/10/2016,43874345
18/10/2016,43862589
19/10/2016,43822416
20/10/2016,43846029
21/10/2016,43883349
22/10/2016,43823911
23/10/2016,43719873
24/10/2016,43625576
25/10/2016,43540925
26/10/2016,43348422
27/10/2016,43357643
28/10/2016,43352959
29/10/2016,43351870
30/10/2016,43303293
31/10/2016,43355696
01/11/2016,43344178
02/11/2016,43391578
03/11/2016,43408591
04/11/2016,43468463
05/11/2016,43512601
06/11/2016,43558654
07/11/2016,43618165
08/11/2016,43642887
09/11/2016,43663685
10/11/2016,43665317
11/11/2016,43663142
12/11/2016,43693766
13/11/2016,43725857
14/11/2016,43740605
15/11/2016,43809028
16/11/2016,43847571
17/11/2016,43830841
18/11/2016,43876901
19/11/2016,43962821
20/11/2016,44075336
21/11/2016,44213514
22/11/2016,44386728
23/11/2016,44431948
24/11/2016,44515597
25/11/2016,44579093
26/11/2016,44572237
27/11/2016,44599480
28/11/2016,44623033
29/11/2016,44671649
30/11/2016,44765998
01/12/2016,44689168
02/12/2016,44809071
03/12/2016,44809339
04/12/2016,44757035
05/12/2016,44796635
06/12/2016,44869222
07/12/2016,44875999
08/12/2016,44889161
09/12/2016,44919287
10/12/2016,44954238
11/12/2016,44909750
12/12/2016,44955422
13/12/2016,44941910
14/12/2016,45022373
15/12/2016,45095472
16/12/2016,45175263
17/12/2016,45263223
18/12/2016,45251491
19/12/2016,45289944
20/12/2016,45350269
21/12/2016,45374082
22/12/2016,45403660
23/12/2016,45481823
24/12/2016,45509725
25/12/2016,45456988
26/12/2016,45469192
27/12/2016,45512528
28/12/2016,45527910
29/12/2016,45567650
30/12/2016,45614979
31/12/2016,45698667
01/01/2017,45746696
02/01/2017,45813071
03/01/2017,45931670
04/01/2017,46019790
05/01/2017,46041230
06/01/2017,46117382
07/01/2017,46214727
08/01/2017,46229520
09/01/2017,46307146
10/01/2017,46374752
11/01/2017,46414900
12/01/2017,46452784
13/01/2017,46509550
14/01/2017,46502326
15/01/2017,46528924
16/01/2017,46561945
17/01/2017,46617743
18/01/2017,46700033
19/01/2017,46720547
20/01/2017,46785879
21/01/2017,46850256
22/01/2017,46886994
23/01/2017,46843310
24/01/2017,46787823
25/01/2017,46803749
26/01/2017,46794341
27/01/2017,46735444
28/01/2017,46701840
29/01/2017,46629859
30/01/2017,46579972
31/01/2017,46663164
01/02/2017,46723971
02/02/2017,46724704
03/02/2017,46867400
04/02/2017,46899966
05/02/2017,46840717
06/02/2017,46863148
07/02/2017,46941040
08/02/2017,47005424
09/02/2017,47049228
10/02/2017,47105764
11/02/2017,47133299
12/02/2017,47136821
13/02/2017,47135201
14/02/2017,47192256
15/02/2017,47279398
16/02/2017,47264869
17/02/2017,47412661
18/02/2017,47424595
19/02/2017,47461058
20/02/2017,47501547
21/02/2017,47567364
22/02/2017,47633666
23/02/2017,47732601
24/02/2017,47799549
25/02/2017,47846518
26/02/2017,47751058
27/02/2017,47820713
28/02/2017,47917103
01/03/2017,48037854
02/03/2017,48131646
03/03/2017,48247101
04/03/2017,48317692
05/03/2017,48341293
06/03/2017,48453406
07/03/2017,48540283
08/03/2017,48607725
09/03/2017,48670348
10/03/2017,48707861
11/03/2017,48706945
12/03/2017,48608201
13/03/2017,48638562
14/03/2017,48685528
15/03/2017,48760335
16/03/2017,48872020
17/03/2017,48893751
18/03/2017,48866885
19/03/2017,48861347
20/03/2017,48955042
21/03/2017,49038742
22/03/2017,49087060
23/03/2017,49171484
24/03/2017,49196926
25/03/2017,49277000
26/03/2017,49377735
27/03/2017,49447695
28/03/2017,49483232
29/03/2017,49592200
30/03/2017,49559549
31/03/2017,49611681
01/04/2017,49682010
02/04/2017,49748812
03/04/2017,49799155
04/04/2017,49885170
05/04/2017,49976402
06/04/2017,50051477
07/04/2017,50065676
08/04/2017,50101972
09/04/2017,50087643
10/04/2017,50210816
11/04/2017,50283884
12/04/2017,50408200
13/04/2017,50456850
14/04/2017,50656479
15/04/2017,50756416
16/04/2017,50792181
17/04/2017,50915357
18/04/2017,50998330
19/04/2017,51098640
20/04/2017,51078743
21/04/2017,51150981
22/04/2017,51197396
23/04/2017,51199747
24/04/2017,51210369
25/04/2017,51318005
26/04/2017,51419958
27/04/2017,51495187
28/04/2017,51631807
29/04/2017,51698879
30/04/2017,51709523
01/05/2017,51766523
02/05/2017,51860342
03/05/2017,51965679
04/05/2017,52117183
05/05/2017,52240408
06/05/2017,52361822
07/05/2017,52358830
08/05/2017,52450231
09/05/2017,52543502
10/05/2017,52701181
11/05/2017,52848928
12/05/2017,52979774
13/05/2017,53076551
14/05/2017,53201970
15/05/2017,53294583
16/05/2017,53252086
17/05/2017,53323756
18/05/2017,53397622
19/05/2017,53472054
20/05/2017,53506830
21/05/2017,53565896
22/05/2017,53682655
23/05/2017,53802385
24/05/2017,53956022
25/05/2017,54075248
26/05/2017,54214965
27/05/2017,54282950
28/05/2017,54291355
29/05/2017,54415162
30/05/2017,54487398
31/05/2017,54585326
01/06/2017,54616807
02/06/2017,54668503
03/06/2017,54580910
04/06/2017,54569603
05/06/2017,54551852
06/06/2017,54615731
07/06/2017,54659916
08/06/2017,54660047
09/06/2017,54687915
10/06/2017,54672513
11/06/2017,54597853
12/06/2017,54609630
13/06/2017,54742262
14/06/2017,54823234
15/06/2017,54829946
16/06/2017,54812225
17/06/2017,54749000
18/06/2017,54622449
19/06/2017,54570270
20/06/2017,54666015
21/06/2017,54771617
22/06/2017,54800904
23/06/2017,54736717
24/06/2017,54681659
25/06/2017,54622367
26/06/2017,54610750
27/06/2017,54728676
28/06/2017,54709967
29/06/2017,54741711
30/06/2017,54746565
01/07/2017,54628122
02/07/2017,54487557
03/07/2017,54465900
04/07/2017,54516343
05/07/2017,54512221
06/07/2017,54474126
07/07/2017,54533394
08/07/2017,54475787
09/07/2017,54481680
10/07/2017,54530898
11/07/2017,54547727
12/07/2017,54479034
13/07/2017,54491189
14/07/2017,54534458
15/07/2017,54520868
16/07/2017,54421150
17/07/2017,54378179
18/07/2017,54350806
19/07/2017,54343927
20/07/2017,54277866
21/07/2017,54291719
22/07/2017,54190414
23/07/2017,54129589
24/07/2017,54043413
25/07/2017,54073813
26/07/2017,54022275
27/07/2017,53936971
28/07/2017,53935297
29/07/2017,53795634
30/07/2017,53667514
31/07/2017,53585229
01/08/2017,53424510
02/08/2017,53298748
03/08/2017,53274359
04/08/2017,53141155
05/08/2017,53027597
06/08/2017,53023670
07/08/2017,52998102
08/08/2017,52982128
09/08/2017,53063371
10/08/2017,53141347
11/08/2017,53237464
12/08/2017,53272569
13/08/2017,53281243
14/08/2017,53370049
15/08/2017,53542621
16/08/2017,53681320
17/08/2017,53688547
18/08/2017,53807672
19/08/2017,53860280
20/08/2017,53833244
21/08/2017,53946484
22/08/2017,54095806
23/08/2017,54190301
24/08/2017,54259707
25/08/2017,54402559
26/08/2017,54541021
27/08/2017,54467045
28/08/2017,54499427
29/08/2017,54507751
30/08/2017,54403776
31/08/2017,54364812
01/09/2017,54319635
02/09/2017,54338598
03/09/2017,54313350
04/09/2017,54256455
05/09/2017,54286606
06/09/2017,54315808
07/09/2017,54267446
08/09/2017,54292619
09/09/2017,54288331
10/09/2017,54276049
11/09/2017,54266456
12/09/2017,54319315
13/09/2017,54343622
14/09/2017,54348852
15/09/2017,54430809
16/09/2017,54466550
17/09/2017,54506941
18/09/2017,54524801
19/09/2017,54507584
20/09/2017,54569902
21/09/2017,54595978
22/09/2017,54693822
23/09/2017,54735104
24/09/2017,54750326
25/09/2017,54839366
26/09/2017,54871745
27/09/2017,54954031
28/09/2017,54963661
29/09/2017,55007020
30/09/2017,55060679
01/10/2017,54978321
02/10/2017,55044143
03/10/2017,55030804
04/10/2017,55109962
05/10/2017,55187142
06/10/2017,55228475
07/10/2017,55256846
08/10/2017,55231739
09/10/2017,55247688
10/10/2017,55277555
11/10/2017,55368440
12/10/2017,55393967
13/10/2017,55584712
14/10/2017,55660907
15/10/2017,55569265
16/10/2017,55641824
17/10/2017,55740126
18/10/2017,55881910
19/10/2017,55944195
20/10/2017,55985616
21/10/2017,56026242
22/10/2017,55864544
23/10/2017,55874627
24/10/2017,55938733
25/10/2017,55882285
26/10/2017,55964991
27/10/2017,56155852
28/10/2017,56309513
29/10/2017,56426377
30/10/2017,56526624
31/10/2017,56595584
01/11/2017,56742511
02/11/2017,56872640
03/11/2017,57119935
04/11/2017,57200777
05/11/2017,57209155
06/11/2017,57294777
07/11/2017,57453808
08/11/2017,57548184
09/11/2017,57680601
10/11/2017,57837673
11/11/2017,57998994
12/11/2017,58152131
13/11/2017,58329737
14/11/2017,58472596
15/11/2017,58594935
16/11/2017,58687214
17/11/2017,58710225
18/11/2017,58764077
19/11/2017,58676169
20/11/2017,58755696
21/11/2017,58902000
22/11/2017,59003668
23/11/2017,59157434
24/11/2017,59293989
25/11/2017,59390524
26/11/2017,59507075
27/11/2017,59691071
28/11/2017,59905734
29/11/2017,60132695
30/11/2017,60346809
01/12/2017,60547953
02/12/2017,60617159
03/12/2017,60694891
04/12/2017,60863055
05/12/2017,61090729
06/12/2017,61362695
07/12/2017,61668610
08/12/2017,61984079
09/12/2017,62163997
10/12/2017,62187026
11/12/2017,62371465
12/12/2017,62652107
13/12/2017,62856422
14/12/2017,63233218
15/12/2017,63513167
16/12/2017,63599634
17/12/2017,63719412
18/12/2017,63898917
19/12/2017,64264044
20/12/2017,64599062
21/12/2017,64964991
22/12/2017,65266101
23/12/2017,65472977
24/12/2017,65454085
25/12/2017,65436937
26/12/2017,65415186
27/12/2017,65495868
28/12/2017,65607425
29/12/2017,65774723
30/12/2017,66010775
31/12/2017,65967140
01/01/2018,65824819
02/01/2018,65944885
03/01/2018,66273398
04/01/2018,66715256
05/01/2018,67073785
06/01/2018,67296524
07/01/2018,67565870
08/01/2018,67797630
09/01/2018,68070711
10/01/2018,68272138
11/01/2018,68214159
12/01/2018,68134391
13/01/2018,68154920
14/01/2018,68047498
15/01/2018,68097119
16/01/2018,68203606
17/01/2018,68238997
18/01/2018,68250072
19/01/2018,68038459
20/01/2018,67754685
21/01/2018,67370740
22/01/2018,67164519
23/01/2018,66968044
24/01/2018,66760958
25/01/2018,66585404
26/01/2018,66433104
27/01/2018,66279776
28/01/2018,66138117
29/01/2018,66086721
30/01/2018,65939842
31/01/2018,65948619
01/02/2018,65870404
02/02/2018,65700868
03/02/2018,65494534
04/02/2018,65187474
05/02/2018,64801576
06/02/2018,64581759
07/02/2018,64414185
08/02/2018,64156567
09/02/2018,63942110
10/02/2018,63651299
11/02/2018,63238597
12/02/2018,62821897
13/02/2018,62408025
14/02/2018,61939110
15/02/2018,61795199
16/02/2018,61509687
17/02/2018,61217857
18/02/2018,60828887
19/02/2018,60504642
20/02/2018,60336145
21/02/2018,60190628
22/02/2018,60144537
23/02/2018,59906746
24/02/2018,59686468
